roll_deg,pitch_deg,yaw_deg,s,conditionNumber,maxQError_deg,status,errorMessage
-30,-5,-25,0.42619894023608,1.27543408003795,6.36110936292703e-15,SAFE,
-30,-5,-20,0.349084256958662,1.5210076334299,1.59027734073176e-14,SAFE,
-30,-5,-15,0.270228620709036,1.94392806590324,6.36110936292703e-15,SAFE,
-30,-5,-10,0.192385540746391,2.71677387895941,1.11319413851223e-14,SAFE,
-30,-5,-5,0.122315928474889,4.23654420568088,1.11319413851223e-14,SAFE,
-30,-5,0,0.0868165013980493,5.80386398471607,7.95138670365879e-15,SAFE,
-30,-5,5,0.122315968480476,4.23955215405369,1.27222187258541e-14,SAFE,
-30,-5,10,0.192385986950479,2.72905926722585,1.27222187258541e-14,SAFE,
-30,-5,15,0.270230770064984,1.97085681517449,6.36110936292703e-15,SAFE,
-30,-5,20,0.349092185943916,1.56690179210573,1.59027734073176e-14,SAFE,
-30,-5,25,0.426238789958305,1.3386055734653,6.36110936292703e-15,SAFE,
-30,-5,30,0.48994707734611,1.22868328327478,1.27222187258541e-14,SAFE,
-30,0,-30,0.499999999902241,1.14953406740628,6.36110936292704e-15,SAFE,
-30,0,-25,0.422618261812462,1.28894862405163,1.27222187258541e-14,SAFE,
-30,0,-20,0.342020143402723,1.52708425060202,7.95138670365879e-15,SAFE,
-30,0,-15,0.258819045161362,1.9640650167992,3.18055468146352e-15,SAFE,
-30,0,-10,0.173648177705861,2.8901690094469,1.43124960665858e-14,SAFE,
-30,0,-5,0.087155742756147,5.73831285110271,7.95138670365879e-15,SAFE,
-30,0,0,0,Inf,6.36110936292703e-15,DANGER,
-30,0,5,0.0871557427354095,5.73831285193711,7.95138670365879e-15,SAFE,
-30,0,10,0.173648177645581,2.89016901062561,1.27222187258541e-14,SAFE,
-30,0,15,0.258819045065603,1.96406501780623,6.36110936292703e-15,SAFE,
-30,0,20,0.342020143266369,1.5270842514308,9.54166404439055e-15,SAFE,
-30,0,25,0.422618261711841,1.28894862454704,9.54166404439055e-15,SAFE,
-30,0,30,0.499999999940559,1.14953406753799,1.90833280887811e-14,SAFE,
-30,5,-30,0.489947077318043,1.22868328333985,6.36110936292703e-15,SAFE,
-30,5,-25,0.426238789968324,1.33860557339206,6.36110936292703e-15,SAFE,
-30,5,-20,0.349092185954674,1.56690179191926,1.59027734073176e-14,SAFE,
-30,5,-15,0.270230770077442,1.9708568148874,6.36110936292703e-15,SAFE,
-30,5,-10,0.192385986962648,2.72905926693393,1.27222187258541e-14,SAFE,
-30,5,-5,0.122315968470575,4.23955215410395,1.19270800554882e-14,SAFE,
-30,5,0,0.0868165013945942,5.80386398494699,7.95138670365879e-15,SAFE,
-30,5,5,0.122315928450532,4.2365442064783,1.11319413851223e-14,SAFE,
-30,5,10,0.19238554071703,2.71677387971437,9.54166404439055e-15,SAFE,
-30,5,15,0.270228620677578,1.94392806606742,6.36110936292703e-15,SAFE,
-30,5,20,0.349084256872583,1.52100763394577,2.22638827702446e-14,SAFE,
-30,5,25,0.426198940247955,1.2754340799123,1.27222187258541e-14,SAFE,
-30,5,30,0.488783046296278,1.15723273633971,1.27222187258541e-14,SAFE,
-30,10,-30,0.483360184296079,1.32802930588183,3.18055468146352e-15,SAFE,
-30,10,-25,0.435767030296594,1.39918462540182,1.27222187258541e-14,SAFE,
-30,10,-20,0.368380347644579,1.58398684226197,1.59027734073176e-15,SAFE,
-30,10,-15,0.300444144400772,1.87686125519766,1.27222187258541e-14,SAFE,
-30,10,-10,0.238022994079934,2.30401014152312,1.90833280887811e-14,SAFE,
-30,10,-5,0.189954324945029,2.79982927768351,1.27222187258541e-14,SAFE,
-30,10,0,0.1707693495543,3.02321425584079,1.27222187258541e-14,SAFE,
-30,10,5,0.189951364487574,2.79314872751053,1.27222187258541e-14,SAFE,
-30,10,10,0.238003072543293,2.2800189735079,1.59027734073176e-14,SAFE,
-30,10,15,0.300364409719215,1.82651183188136,1.27222187258541e-14,SAFE,
-30,10,20,0.368106825524147,1.50342277001254,6.36110936292703e-15,SAFE,
-30,10,25,0.43445290474388,1.2917829846292,1.27222187258541e-14,SAFE,
-30,10,30,0.47630821061001,1.20807941869733,6.36110936292703e-15,SAFE,
-30,15,-30,0.481265097966923,1.43856366084119,6.36110936292703e-15,SAFE,
